timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z
1321541,-10.24,0.48,-1.03,-0.6,0.4,-0.69,69.0,29.38,18.44,-0.55,-0.01,0.12,-9.7,0.49,-1.15,0.66,-0.03,0.75,0.05
1321582,-10.52,-0.17,-0.64,-1.02,-0.03,0.03,64.5,27.0,16.88,-0.83,-0.58,0.58,-9.69,0.41,-1.23,0.66,-0.04,0.75,0.07
1321625,-9.09,0.75,-2.29,-1.98,0.46,-0.23,63.81,26.62,10.38,0.74,0.1,-0.68,-9.69,0.42,-1.23,0.65,-0.06,0.75,0.08
1321663,-9.68,0.55,-2.52,-3.13,0.68,-0.14,64.69,25.31,8.75,0.57,0.28,-0.89,-9.66,0.47,-1.41,0.64,-0.1,0.75,0.12
1321703,-9.75,0.52,-2.95,-2.92,0.12,-0.48,64.69,25.31,8.75,-0.11,-0.04,-1.41,-9.64,0.55,-1.53,0.63,-0.15,0.75,0.16
1321743,-9.52,0.52,-2.25,-1.64,0.21,-0.35,69.12,23.12,8.0,0.12,0.0,-0.74,-9.64,0.52,-1.52,0.62,-0.18,0.74,0.19
1321784,-9.63,0.67,-1.8,-1.39,-0.04,-0.08,69.31,22.44,4.06,0.07,0.02,0.12,-9.63,0.5,-1.57,0.61,-0.21,0.73,0.21
1321825,-9.4,0.48,-1.99,-2.11,-0.17,-0.6,73.19,22.0,1.31,0.02,0.19,-0.32,-9.65,0.48,-1.48,0.61,-0.23,0.72,0.23
1321863,-9.44,0.25,-1.34,-2.06,0.03,-0.34,73.19,22.0,1.31,0.21,-0.15,0.09,-9.66,0.4,-1.43,0.6,-0.26,0.71,0.25
1321903,-9.63,0.48,-1.95,-1.91,0.06,-0.42,80.44,19.94,-4.5,0.03,0.1,-0.56,-9.66,0.38,-1.39,0.59,-0.29,0.7,0.28
