START
1936043,GYRO,-0.17,-0.07,0.01
1936045,ROT,0.10,-0.30,-0.94,0.12
1936048,GAMEROT,0.10,-0.30,-0.94,0.12
1936054,ACCEL,1.45,-2.57,-8.68
1936057,MAGCAL,8.56,17.50,39.44
1936064,GRAV,1.08,-2.66,-9.07
1936066,LINACC,0.37,0.08,0.39
1936075,STAB,1936077,ACCEL,0.95,-2.50,-9.11
1936083,GYRO,-0.16,-0.07,-0.01
1936085,ROT,0.10,-0.30,-0.94,0.11
1936088,GAMEROT,0.10,-0.30,-0.94,0.11
1936095,MAGCAL,8.50,17.81,40.38
1936108,ACCEL,0.84,-2.23,-9.37
1936115,GRAV,1.06,-2.61,-9.09
1936117,LINACC,-0.22,0.38,-0.29
1936123,GYRO,0.06,0.04,-0.02
1936125,ROT,0.10,-0.30,-0.94,0.11
1936128,GAMEROT,0.10,-0.30,-0.94,0.11
1936134,STAB,1936137,MAGCAL,8.56,17.81,39.44
1936139,ACCEL,1.11,-2.65,-9.02
1936163,GYRO,-0.07,-0.04,-0.05
1936165,ROT,0.10,-0.30,-0.94,0.11
1936168,GAMEROT,0.10,-0.30,-0.94,0.11
1936174,ACCEL,0.76,-2.88,-9.18
1936176,GRAV,1.06,-2.60,-9.09
1936178,LINACC,-0.30,-0.28,-0.09
1936182,MAGCAL,8.81,16.81,38.94
1936187,STAB,1936203,GYRO,0.08,0.13,-0.19
1936205,ROT,0.10,-0.29,-0.94,0.11
1936208,GAMEROT,0.10,-0.30,-0.94,0.11
1936213,ACCEL,0.72,-2.42,-9.37
1936217,MAGCAL,8.19,17.12,39.50
1936225,GRAV,1.12,-2.61,-9.08
1936227,LINACC,-0.40,0.19,-0.29
1936235,STAB,1936237,ACCEL,1.18,-2.54,-8.95
1936243,GYRO,0.04,0.07,-0.18
1936245,ROT,0.10,-0.29,-0.94,0.11
1936248,GAMEROT,0.10,-0.29,-0.94,0.11
1936255,MAGCAL,8.31,16.81,38.00
1936266,ACCEL,0.99,-2.54,-9.11
1936275,GRAV,1.20,-2.63,-9.06
1936277,LINACC,-0.21,0.10,-0.04
1936283,GYRO,0.34,0.13,-0.21
1936285,ROT,0.10,-0.29,-0.95,0.11
1936288,GAMEROT,0.11,-0.29,-0.94,0.11
1936294,STAB,1936297,ACCEL,1.45,-2.57,-8.80
1936299,MAGCAL,8.31,17.19,38.56
1936323,GYRO,0.34,0.10,-0.11
1936325,ROT,0.11,-0.28,-0.95,0.12
1936328,GAMEROT,0.11,-0.29,-0.94,0.12
1936333,ACCEL,1.34,-2.84,-9.07
1936335,GRAV,1.27,-2.80,-9.00
1936337,LINACC,0.07,-0.04,-0.07
1936340,MAGCAL,8.50,17.81,39.88
1936346,STAB,1936358,ACCEL,1.18,-2.84,-9.48
1936364,GYRO,1.35,0.36,-0.15
1936366,ROT,0.12,-0.28,-0.94,0.13
1936369,GAMEROT,0.12,-0.28,-0.94,0.13
1936375,MAGCAL,7.81,18.87,38.00
1936385,GRAV,1.45,-3.30,-8.80
1936387,LINACC,-0.27,0.46,-0.68
1936390,ACCEL,1.53,-4.34,-8.99
1936396,STAB,1936404,GYRO,0.35,0.64,0.33
1936406,ROT,0.14,-0.28,-0.94,0.15
1936409,GAMEROT,0.14,-0.28,-0.94,0.15
1936415,MAGCAL,6.62,19.12,38.69
1936421,ACCEL,2.95,-4.49,-7.42
1936435,GRAV,1.62,-3.45,-8.72
1936437,LINACC,1.32,-1.04,1.30
1936444,GYRO,-0.67,-0.12,0.34
1936446,ROT,0.14,-0.29,-0.94,0.15
1936449,GAMEROT,0.14,-0.29,-0.94,0.15
1936455,ACCEL,2.41,-3.26,-8.22
1936457,STAB,1936460,MAGCAL,6.81,18.75,39.13
1936484,GYRO,-0.40,0.19,-0.04
1936486,ROT,0.13,-0.29,-0.94,0.14
1936489,GAMEROT,0.13,-0.30,-0.94,0.14
1936495,ACCEL,0.99,-2.61,-9.98
1936497,GRAV,1.60,-3.17,-8.83
1936499,LINACC,-0.61,0.56,-1.16
1936503,MAGCAL,7.37,18.06,39.50
1936508,STAB,1936516,ACCEL,0.27,-3.72,-11.13
1936524,GYRO,1.11,0.49,-0.31
1936526,ROT,0.14,-0.29,-0.94,0.14
1936529,GAMEROT,0.14,-0.29,-0.94,0.14
1936536,MAGCAL,7.12,17.44,38.19
1936546,GRAV,1.81,-3.50,-8.66
1936548,LINACC,-1.55,-0.22,-2.48
1936550,ACCEL,-0.23,-5.79,-12.02
1936556,STAB,1936564,GYRO,0.62,1.25,-0.63
1936566,ROT,0.16,-0.28,-0.93,0.15
1936569,GAMEROT,0.16,-0.28,-0.93,0.15
1936576,MAGCAL,6.56,19.50,39.13
1936584,ACCEL,0.91,-5.56,-10.45
1936595,GRAV,2.50,-3.70,-8.41
1936597,LINACC,-1.59,-1.86,-2.04
1936604,GYRO,0.86,1.68,-1.64
1936606,ROT,0.20,-0.26,-0.93,0.15
1936609,GAMEROT,0.20,-0.27,-0.93,0.15
1936615,ACCEL,1.22,-4.91,-9.33
1936617,STAB,1936620,MAGCAL,4.69,19.00,39.38
1936639,ACCEL,3.71,-3.64,-6.95
1936644,GYRO,0.85,1.83,-1.45
1936646,ROT,0.24,-0.24,-0.93,0.15
1936649,GAMEROT,0.24,-0.24,-0.93,0.15
1936654,GRAV,3.73,-3.84,-7.90
1936656,LINACC,-0.02,0.19,0.94
1936659,MAGCAL,2.62,20.56,40.13
1936673,ACCEL,4.79,-3.15,-5.54
1936675,STAB,1936684,GYRO,1.32,0.50,-1.42
1936686,ROT,0.27,-0.21,-0.93,0.16
1936689,GAMEROT,0.27,-0.21,-0.93,0.16
1936695,MAGCAL,2.06,23.37,38.19
1936703,ACCEL,3.64,-2.84,-6.69
1936707,GRAV,4.30,-4.02,-7.52
1936709,LINACC,-0.67,1.18,0.82
1936716,STAB,1936724,GYRO,0.55,0.94,-0.79
1936726,ROT,0.29,-0.18,-0.92,0.17
