timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z
6480364,-7.24,-3.54,5.43,-0.05,-0.01,-0.1,38.44,-1.94,-27.31,0.11,0.0,0.16,-7.34,-3.55,5.27,0.33,-0.48,-0.03,0.81
6480404,-7.28,-3.66,5.47,0.08,-0.21,-0.03,38.0,-2.0,-24.0,0.04,-0.09,0.17,-7.32,-3.56,5.3,0.33,-0.48,-0.03,0.81
6480448,-7.58,-3.96,5.39,0.19,-0.31,0.21,38.06,-1.56,-28.5,-0.3,-0.46,0.01,-7.28,-3.51,5.38,0.33,-0.47,-0.03,0.82
6480484,-7.73,-3.93,5.2,0.57,-1.2,0.46,37.75,-1.5,-29.06,-0.61,-0.59,-0.49,-7.13,-3.34,5.69,0.33,-0.45,-0.03,0.83
6480524,-7.17,-3.23,6.27,0.52,-1.27,0.91,37.06,-1.81,-31.19,-0.25,-0.26,0.13,-6.91,-2.98,6.14,0.32,-0.43,-0.02,0.84
6480564,-6.89,-2.62,6.27,0.55,-1.53,0.75,36.88,-2.62,-31.69,-0.25,-0.0,-0.32,-6.64,-2.62,6.59,0.31,-0.4,-0.01,0.86
6480608,-6.74,-2.66,6.88,0.46,-1.49,0.88,35.88,-2.56,-34.5,-0.44,-0.4,-0.16,-6.3,-2.26,7.05,0.3,-0.37,-0.01,0.88
6480644,-6.82,-2.39,6.96,0.56,-1.74,0.81,35.25,-3.44,-37.19,-0.89,-0.48,-0.51,-5.92,-1.91,7.47,0.29,-0.34,-0.0,0.9
6480684,-6.2,-1.86,7.61,0.54,-1.36,1.06,32.75,-3.75,-38.5,-0.7,-0.31,-0.25,-5.51,-1.55,7.86,0.27,-0.31,0.01,0.91
6480724,-5.32,-1.32,7.65,0.55,-1.08,1.04,31.06,-5.0,-39.5,-0.13,-0.16,-0.5,-5.2,-1.16,8.15,0.26,-0.29,0.01,0.92
6480768,-4.56,-0.9,7.85,0.46,-1.45,0.6,31.06,-6.06,-40.44,0.25,0.0,-0.57,-4.8,-0.9,8.41,0.25,-0.26,0.02,0.93
6480804,-4.63,-1.01,8.49,0.61,-1.66,0.32,28.69,-5.75,-45.12,-0.36,-0.36,-0.21,-4.27,-0.66,8.71,0.25,-0.23,0.02,0.94
6480844,-3.87,-0.71,9.03,0.58,-1.7,0.55,27.5,-5.94,-45.75,-0.19,-0.35,0.03,-3.68,-0.36,9.0,0.24,-0.19,0.03,0.95
6480884,-3.37,-0.4,9.04,0.53,-1.2,0.29,26.69,-7.19,-47.31,-0.24,-0.31,-0.18,-3.13,-0.09,9.21,0.23,-0.16,0.03,0.96
6480928,-2.68,-0.09,9.14,0.41,-0.88,0.23,25.25,-6.75,-48.56,0.09,-0.2,-0.18,-2.77,0.1,9.33,0.23,-0.14,0.04,0.96
6480964,-2.34,0.1,9.22,0.06,-0.64,0.08,24.56,-6.69,-51.38,0.13,-0.14,-0.19,-2.47,0.23,9.41,0.23,-0.12,0.04,0.96
6481004,-2.38,0.02,9.54,0.32,-0.6,0.16,23.81,-6.62,-49.25,-0.14,-0.31,0.06,-2.23,0.33,9.47,0.23,-0.11,0.04,0.97
6481044,-2.07,0.29,9.56,-0.04,-0.37,0.11,22.75,-7.88,-50.25,-0.01,-0.12,0.07,-2.05,0.41,9.5,0.23,-0.1,0.05,0.97
6481084,-2.14,0.29,9.57,0.09,-0.36,0.05,22.25,-7.19,-48.75,-0.22,-0.12,0.04,-1.92,0.41,9.53,0.23,-0.09,0.04,0.97
6481125,-2.03,0.21,9.92,0.57,-0.65,0.18,22.62,-6.81,-52.69,-0.29,-0.33,0.35,-1.74,0.54,9.56,0.23,-0.08,0.05,0.97
6481165,-1.49,0.52,9.61,0.57,-0.61,0.13,20.88,-6.38,-53.44,0.01,-0.25,0.02,-1.5,0.77,9.59,0.23,-0.06,0.06,0.97
