timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
753749,-8.40,5.33,0.88,0.00,-0.00,-0.00,67.56,-9.88,27.94,-0.09,-0.00,0.03,-8.31,5.34,0.84,0.72,0.26,0.63,0.13,12
753790,-8.28,5.37,0.84,-0.01,-0.02,-0.04,66.31,-9.75,28.19,0.04,0.05,-0.02,-8.32,5.32,0.85,0.72,0.26,0.63,0.13,12
753830,-8.40,5.33,0.84,-0.00,0.04,0.01,67.81,-10.75,27.31,-0.08,0.00,-0.01,-8.32,5.33,0.84,0.72,0.26,0.63,0.13,12
753870,-8.48,5.29,0.88,-0.00,-0.01,0.01,66.81,-10.19,26.44,-0.16,-0.04,0.03,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
753910,-8.24,5.29,0.91,0.01,-0.01,0.00,67.38,-10.44,27.25,0.08,-0.04,0.06,-8.33,5.33,0.85,0.72,0.26,0.63,0.13,12
753950,-8.21,5.41,0.80,-0.00,0.03,-0.01,68.31,-9.50,26.94,0.11,0.07,-0.05,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
753990,-8.36,5.29,0.88,0.00,-0.00,-0.01,68.25,-9.19,26.19,-0.04,-0.04,0.03,-8.32,5.33,0.84,0.72,0.26,0.63,0.13,12
754030,-8.28,5.25,0.91,0.01,0.01,0.01,67.12,-9.50,25.00,0.04,-0.08,0.08,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
754070,-8.32,5.37,0.84,0.00,-0.00,0.01,67.38,-10.44,27.25,-0.01,0.04,-0.01,-8.31,5.34,0.84,0.72,0.26,0.63,0.13,12
754110,-8.25,5.37,0.80,-0.01,0.02,-0.03,68.44,-9.56,27.69,0.07,0.04,-0.04,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
754150,-8.40,5.29,0.91,0.00,0.01,0.00,67.69,-9.19,25.75,-0.09,-0.04,0.09,-8.31,5.34,0.83,0.72,0.26,0.63,0.13,12
754190,-8.36,5.33,0.84,0.00,-0.02,-0.01,66.25,-10.19,25.25,-0.04,-0.00,0.00,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
754230,-8.29,5.37,0.80,0.00,0.01,-0.02,68.56,-8.94,28.00,0.04,0.04,-0.04,-8.32,5.34,0.84,0.72,0.26,0.63,0.13,12
754270,-8.32,5.37,0.80,-0.00,0.02,-0.01,66.12,-9.94,27.44,0.01,0.04,-0.04,-8.33,5.33,0.84,0.72,0.26,0.63,0.13,12
754310,-8.36,5.29,0.84,-0.01,-0.02,-0.02,68.31,-10.06,27.38,-0.03,-0.03,0.01,-8.33,5.32,0.83,0.72,0.26,0.63,0.13,12
754350,-8.32,5.29,0.88,0.01,0.00,0.01,67.81,-9.25,26.50,0.01,-0.03,0.05,-8.33,5.32,0.83,0.72,0.26,0.63,0.13,12
754390,-8.32,5.37,0.76,0.00,-0.01,-0.03,67.94,-9.56,27.31,0.02,0.05,-0.07,-8.34,5.32,0.83,0.72,0.26,0.63,0.13,12
754430,-8.25,5.33,0.80,-0.00,0.03,-0.04,67.06,-9.94,27.88,0.09,0.02,-0.03,-8.34,5.31,0.83,0.72,0.26,0.63,0.13,12
754469,-8.44,5.25,0.88,0.01,0.00,-0.01,65.81,-10.81,26.00,-0.09,-0.05,0.05,-8.34,5.30,0.82,0.72,0.26,0.63,0.13,12
754510,-8.40,5.29,0.84,-0.01,-0.02,-0.02,66.69,-10.44,26.06,-0.05,-0.01,0.01,-8.34,5.30,0.83,0.72,0.25,0.63,0.13,12
754550,-8.28,5.25,0.88,0.00,0.01,-0.02,67.44,-8.69,26.44,0.07,-0.04,0.05,-8.36,5.30,0.83,0.72,0.25,0.63,0.13,12
754590,-8.36,5.29,0.80,-0.00,-0.01,-0.02,66.94,-11.12,27.56,0.00,0.00,-0.04,-8.36,5.29,0.84,0.72,0.25,0.63,0.13,12
754630,-8.36,5.25,0.88,-0.01,0.02,0.00,66.81,-8.75,27.81,0.00,-0.03,0.05,-8.36,5.28,0.83,0.72,0.25,0.63,0.13,12
754670,-8.40,5.29,0.84,-0.01,0.00,-0.01,67.12,-10.44,25.75,-0.04,0.01,0.01,-8.36,5.28,0.83,0.72,0.25,0.63,0.13,12
754710,-8.24,5.22,0.84,-0.00,0.00,-0.05,66.38,-10.19,26.00,0.12,-0.05,0.00,-8.37,5.27,0.84,0.72,0.25,0.63,0.13,12
754750,-8.40,5.33,0.76,-0.01,0.01,-0.02,67.12,-9.31,27.19,-0.03,0.08,-0.07,-8.37,5.25,0.83,0.72,0.25,0.63,0.13,12
754791,-8.40,5.18,0.91,0.00,0.02,0.01,67.38,-9.25,26.44,-0.03,-0.06,0.09,-8.37,5.24,0.83,0.72,0.25,0.63,0.13,12
754831,-8.44,5.25,0.80,-0.01,-0.01,-0.01,67.94,-8.94,26.88,-0.06,0.01,-0.03,-8.38,5.24,0.83,0.72,0.25,0.63,0.13,12
754871,-8.36,5.29,0.76,-0.01,0.01,-0.01,67.25,-10.12,26.50,0.02,0.06,-0.07,-8.38,5.23,0.83,0.72,0.25,0.63,0.13,12
754911,-8.40,5.22,0.88,0.00,0.02,0.00,67.44,-9.31,26.81,-0.02,-0.02,0.05,-8.38,5.23,0.82,0.72,0.25,0.63,0.13,12
754951,-8.36,5.25,0.84,0.01,-0.04,-0.01,67.75,-9.81,26.56,0.03,0.02,0.01,-8.39,5.23,0.83,0.72,0.25,0.63,0.13,12
