timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
780716,-9.13,-0.49,3.71,0.01,-0.00,-0.01,61.50,12.31,9.38,0.03,0.02,-0.04,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
780753,-9.20,-0.53,3.67,0.01,-0.01,0.01,61.44,13.62,10.75,-0.05,-0.01,-0.08,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
780793,-9.13,-0.53,3.75,-0.01,-0.00,-0.00,61.44,13.12,8.62,0.03,-0.01,0.01,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
780833,-9.13,-0.49,3.79,0.00,0.01,-0.00,61.44,13.12,8.62,0.03,0.03,0.04,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
780876,-9.17,-0.53,3.75,-0.01,0.01,0.00,62.38,13.19,9.12,-0.01,-0.00,0.01,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
780914,-9.09,-0.53,3.82,0.01,0.01,-0.01,62.19,13.69,10.50,0.07,-0.01,0.08,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
780954,-9.21,-0.49,3.75,-0.04,-0.02,0.00,60.94,12.62,8.56,-0.05,0.03,0.00,-9.15,-0.52,3.75,0.80,0.12,0.54,-0.23,12
780993,-9.09,-0.57,3.79,0.02,-0.02,0.01,60.94,12.62,8.56,0.07,-0.04,0.04,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781034,-9.17,-0.49,3.71,0.00,-0.00,-0.00,63.38,12.75,9.94,-0.02,0.03,-0.04,-9.15,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781074,-9.17,-0.53,3.79,0.00,0.01,0.00,62.88,13.12,12.06,-0.01,-0.01,0.04,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781114,-9.17,-0.53,3.71,0.00,0.01,0.01,62.81,12.75,9.19,-0.01,-0.01,-0.03,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
781158,-9.17,-0.49,3.75,-0.00,0.00,0.00,60.94,14.62,7.38,-0.01,-0.01,-0.03,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
781196,-9.13,-0.49,3.79,0.00,-0.00,-0.01,62.00,13.44,9.38,0.03,0.02,0.04,-9.16,-0.51,3.74,0.80,0.12,0.54,-0.23,12
781234,-9.17,-0.53,3.75,0.00,-0.01,-0.01,61.38,13.62,10.38,-0.01,-0.02,0.01,-9.16,-0.51,3.74,0.80,0.12,0.54,-0.23,12
781274,-9.17,-0.53,3.75,0.01,-0.00,0.00,61.19,14.56,8.88,-0.01,-0.00,0.00,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781318,-9.17,-0.49,3.71,0.01,0.00,0.00,63.00,12.69,10.31,0.03,-0.00,0.04,-9.16,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781356,-9.17,-0.49,3.71,-0.01,0.00,-0.01,61.69,14.31,8.94,-0.02,0.02,-0.04,-9.15,-0.52,3.75,0.80,0.12,0.54,-0.23,12
781394,-9.13,-0.61,3.82,0.00,0.01,0.01,62.12,13.12,10.50,0.03,-0.08,0.08,-9.16,-0.52,3.74,0.80,0.12,0.54,-0.23,12
