timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
744746,-1.85,-1.87,9.53,0.00,0.00,0.00,33.25,14.75,-12.44,0.00,-0.00,-0.01,-1.85,-1.87,9.54,0.95,-0.07,0.12,-0.27,12
744786,-1.85,-1.87,9.53,0.00,-0.01,-0.00,31.56,13.44,-13.62,0.00,-0.00,-0.01,-1.85,-1.87,9.54,0.95,-0.07,0.12,-0.27,12
744826,-1.81,-1.87,9.54,-0.00,0.00,0.00,34.25,13.69,-13.69,0.04,-0.00,-0.01,-1.85,-1.87,9.54,0.95,-0.07,0.12,-0.27,12
744866,-1.85,-1.87,9.53,-0.00,-0.00,0.00,33.19,13.06,-14.12,0.00,-0.04,-0.01,-1.85,-1.87,9.54,0.95,-0.07,0.12,-0.27,12
744906,-1.81,-1.87,9.54,0.00,0.00,-0.00,33.19,13.50,-11.69,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
744946,-1.85,-1.87,9.53,0.00,0.00,0.00,33.25,12.75,-13.44,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
744986,-1.85,-1.87,9.53,-0.00,0.00,-0.00,31.44,13.81,-14.81,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
745026,-1.85,-1.87,9.53,0.00,0.00,0.00,31.69,13.25,-15.12,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
745066,-1.85,-1.87,9.53,0.00,-0.01,-0.00,32.75,13.81,-12.06,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
745106,-1.85,-1.87,9.53,-0.00,0.00,-0.00,32.25,13.56,-14.69,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
745147,-1.85,-1.87,9.53,0.00,0.01,0.00,32.81,13.88,-14.25,0.00,0.00,0.00,-1.85,-1.88,9.53,0.95,-0.07,0.12,-0.27,12
745187,-1.85,-1.87,9.53,-0.00,0.00,-0.00,31.62,13.75,-13.69,0.00,0.00,0.01,-1.85,-1.88,9.52,0.95,-0.07,0.12,-0.27,12
745227,-1.85,-1.87,9.53,-0.00,-0.00,-0.00,33.06,13.88,-12.81,0.01,-0.00,0.00,-1.86,-1.87,9.53,0.95,-0.07,0.12,-0.27,12
