timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1481510,-0.09,-2.54,9.13,-0.0,-0.16,0.01,25.5,3.38,-12.81,-0.32,0.55,-0.05,0.23,-3.09,9.18,0.8,-0.13,-0.1,0.57,12
1481551,0.41,-3.42,9.51,-0.04,0.16,0.0,28.69,2.69,-12.0,0.19,-0.32,0.34,0.23,-3.1,9.17,0.8,-0.13,-0.1,0.57,12
1481590,-0.16,-2.84,8.9,0.12,-0.1,0.02,26.69,3.44,-11.19,-0.36,0.23,-0.28,0.2,-3.08,9.18,0.8,-0.13,-0.1,0.57,12
1481631,0.3,-3.11,9.85,-0.13,0.0,0.04,28.19,3.81,-11.06,0.06,-0.03,0.68,0.23,-3.09,9.18,0.8,-0.12,-0.1,0.58,12
1481671,0.38,-3.27,9.12,0.04,0.07,-0.01,27.31,3.25,-12.88,0.18,-0.14,-0.04,0.2,-3.12,9.16,0.8,-0.13,-0.1,0.58,12
1481711,-0.01,-2.96,8.56,0.01,-0.14,0.03,27.38,2.94,-12.19,-0.23,0.13,-0.62,0.22,-3.09,9.17,0.8,-0.13,-0.1,0.58,12
1481751,0.45,-3.27,9.47,-0.1,0.11,0.0,28.12,4.12,-11.44,0.23,-0.14,0.3,0.22,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1481791,0.18,-3.04,8.59,0.07,0.0,0.01,27.19,3.75,-11.19,-0.02,0.09,-0.58,0.2,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1481832,0.07,-3.19,9.25,-0.0,-0.03,0.02,26.88,3.19,-12.94,-0.15,-0.08,0.06,0.22,-3.11,9.18,0.8,-0.13,-0.1,0.58,12
1481872,0.22,-3.27,9.66,-0.01,0.02,0.02,26.94,2.56,-11.81,0.01,-0.14,0.49,0.21,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1481912,0.18,-3.04,9.05,0.01,-0.02,0.02,27.75,3.19,-10.31,-0.02,0.09,-0.12,0.2,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1481952,0.11,-3.34,9.36,-0.01,-0.01,0.0,29.5,3.0,-10.12,-0.11,-0.22,0.19,0.21,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1481992,0.18,-3.11,9.21,0.02,0.02,0.0,25.12,3.06,-12.81,-0.02,0.0,0.04,0.2,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1482032,0.18,-3.0,8.98,0.01,-0.03,0.03,26.0,2.81,-12.38,-0.03,0.12,-0.2,0.21,-3.12,9.18,0.8,-0.13,-0.1,0.58,12
1482075,0.11,-3.27,9.21,-0.01,0.05,0.03,26.0,3.12,-12.38,-0.08,-0.15,0.04,0.19,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1482112,0.22,-3.07,9.09,-0.02,-0.02,0.08,25.69,2.44,-11.31,0.03,0.05,-0.08,0.19,-3.12,9.17,0.8,-0.13,-0.1,0.58,12
1482152,0.18,-3.34,9.55,-0.07,0.0,0.1,26.5,3.44,-12.69,0.02,-0.21,0.38,0.16,-3.13,9.17,0.8,-0.13,-0.1,0.58,12
1482191,0.38,-3.11,8.94,-0.08,0.08,0.06,26.5,3.44,-12.69,0.26,0.05,-0.22,0.12,-3.16,9.16,0.8,-0.13,-0.1,0.58,12
1482235,0.07,-3.11,8.98,-0.05,-0.05,0.02,28.06,3.56,-11.38,-0.03,0.06,-0.18,0.09,-3.17,9.16,0.79,-0.13,-0.1,0.58,12
1482272,0.18,-3.27,9.2,-0.02,-0.0,0.03,27.19,3.75,-11.5,0.08,-0.08,0.05,0.1,-3.19,9.16,0.79,-0.13,-0.1,0.59,12
1482312,0.03,-3.15,9.17,0.04,-0.01,0.01,24.81,2.69,-11.44,-0.07,0.02,0.0,0.09,-3.17,9.16,0.79,-0.13,-0.1,0.59,12
1482351,-0.01,-3.07,9.2,0.01,-0.02,0.01,24.81,2.69,-11.44,-0.12,0.09,0.04,0.11,-3.16,9.16,0.79,-0.13,-0.1,0.59,12
1482394,0.11,-3.23,9.16,0.03,0.04,0.02,26.12,2.81,-11.62,0.0,-0.07,0.0,0.1,-3.16,9.16,0.79,-0.13,-0.1,0.59,12
1482432,-0.05,-3.11,9.16,0.01,-0.02,0.01,27.94,3.75,-9.56,-0.13,0.04,0.0,0.09,-3.16,9.16,0.79,-0.13,-0.1,0.59,12
1482472,0.07,-3.19,9.25,-0.01,0.01,0.01,26.94,2.56,-11.81,-0.03,-0.04,0.07,0.09,-3.16,9.17,0.79,-0.13,-0.1,0.59,12
1482516,0.03,-3.15,9.21,0.01,-0.0,0.01,25.69,2.44,-11.31,0.02,-0.04,-0.04,0.09,-3.15,9.17,0.79,-0.13,-0.1,0.59,12
1482553,0.07,-3.23,9.16,-0.03,-0.02,0.04,26.56,3.75,-12.31,-0.02,-0.07,0.0,0.09,-3.16,9.16,0.79,-0.13,-0.1,0.59,12
1482592,0.14,-3.23,9.09,-0.02,0.04,0.04,26.06,2.5,-11.56,0.11,-0.05,-0.09,0.04,-3.17,9.18,0.79,-0.13,-0.1,0.59,12
1482632,-0.05,-3.15,9.12,-0.03,-0.01,0.03,27.19,2.81,-10.75,-0.08,0.04,-0.04,0.03,-3.19,9.17,0.79,-0.13,-0.1,0.59,12
1482676,0.07,-3.19,9.32,-0.05,-0.04,0.02,25.5,4.0,-13.56,-0.05,0.0,0.01,0.04,-3.2,9.16,0.79,-0.13,-0.1,0.59,12
1482714,0.03,-3.15,9.25,-0.04,-0.01,-0.01,27.62,3.5,-11.12,-0.02,0.07,0.08,0.05,-3.22,9.16,0.79,-0.13,-0.1,0.59,12
1482752,0.03,-3.15,9.13,-0.03,-0.06,-0.01,26.81,3.38,-10.44,-0.04,0.07,-0.04,0.06,-3.23,9.16,0.79,-0.13,-0.1,0.59,12
1482792,0.18,-3.34,9.21,0.0,0.03,0.01,27.44,3.56,-12.56,0.11,-0.12,0.04,0.08,-3.22,9.16,0.79,-0.13,-0.1,0.59,12
1482836,0.03,-3.23,9.02,0.03,0.01,0.0,29.5,3.31,-10.44,0.04,-0.05,-0.04,0.06,-3.21,9.17,0.79,-0.13,-0.1,0.59,12
1482876,0.07,-3.3,9.13,0.04,0.0,0.01,26.62,3.75,-11.94,-0.04,-0.02,-0.16,0.06,-3.2,9.17,0.79,-0.13,-0.1,0.59,12
1482913,0.07,-3.23,9.16,0.05,0.01,-0.0,25.56,3.25,-10.25,0.01,-0.03,0.0,0.05,-3.2,9.16,0.79,-0.13,-0.1,0.59,12
1482953,-0.01,-3.11,9.21,0.02,0.02,0.0,27.19,4.62,-11.88,-0.06,0.07,0.04,0.05,-3.19,9.16,0.79,-0.13,-0.1,0.59,12
1482997,0.03,-3.15,9.17,0.0,-0.01,-0.01,27.38,2.94,-12.19,0.01,-0.0,0.11,0.05,-3.19,9.17,0.79,-0.13,-0.1,0.59,12
1483037,0.03,-3.15,9.05,0.03,-0.02,-0.01,28.31,3.31,-12.12,-0.03,0.03,-0.0,0.05,-3.18,9.17,0.79,-0.13,-0.1,0.59,12
1483073,0.07,-3.27,9.21,0.02,-0.02,-0.0,27.44,3.69,-9.62,0.0,-0.1,0.04,0.06,-3.16,9.17,0.79,-0.13,-0.1,0.59,12
1483113,0.11,-3.23,9.24,0.01,0.01,-0.01,28.69,2.12,-11.56,0.04,-0.06,0.06,0.06,-3.16,9.18,0.79,-0.13,-0.1,0.59,12
1483157,0.11,-3.15,9.24,-0.0,-0.03,-0.0,28.0,3.25,-11.38,-0.04,0.05,-0.05,0.07,-3.16,9.18,0.79,-0.13,-0.1,0.59,12
1483197,0.07,-3.15,9.24,-0.02,0.01,-0.0,28.0,3.25,-11.75,0.03,0.02,0.07,0.08,-3.17,9.17,0.79,-0.13,-0.1,0.59,12
1483233,0.07,-3.15,9.12,-0.02,-0.02,-0.01,28.25,2.88,-9.94,-0.01,0.03,-0.05,0.08,-3.18,9.18,0.79,-0.13,-0.1,0.59,12
1483273,0.07,-3.23,9.09,-0.0,-0.01,-0.01,26.19,4.0,-12.0,-0.02,-0.05,-0.08,0.09,-3.18,9.17,0.79,-0.13,-0.1,0.59,12
1483317,0.11,-3.19,9.21,0.01,-0.02,0.0,26.69,3.75,-11.56,0.01,-0.01,-0.04,0.09,-3.18,9.17,0.79,-0.13,-0.1,0.59,12
1483357,0.11,-3.15,9.2,-0.01,0.01,0.0,27.81,2.62,-12.12,0.01,-0.0,0.04,0.09,-3.19,9.17,0.79,-0.13,-0.1,0.59,12
1483393,0.11,-3.19,9.17,0.0,-0.01,-0.0,27.25,3.44,-10.75,0.01,-0.0,-0.0,0.09,-3.19,9.17,0.79,-0.13,-0.1,0.59,12
1483433,0.11,-3.19,9.17,0.0,0.01,-0.01,28.44,3.56,-11.38,0.0,-0.01,0.0,0.1,-3.18,9.16,0.79,-0.13,-0.1,0.59,12
1483477,0.14,-3.27,9.05,0.02,-0.03,-0.0,26.69,3.12,-11.19,-0.0,-0.01,-0.08,0.11,-3.18,9.17,0.79,-0.13,-0.1,0.59,12
1483516,0.14,-3.19,9.24,0.03,0.02,0.01,26.56,3.12,-11.88,0.04,-0.09,-0.11,0.11,-3.18,9.16,0.79,-0.13,-0.1,0.59,12
1483553,0.03,-3.07,9.28,-0.02,-0.02,-0.01,27.69,3.5,-10.69,-0.08,0.11,0.12,0.11,-3.18,9.16,0.79,-0.13,-0.1,0.59,12
