timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1517440,-3.23,-4.18,8.1,-0.0,-0.01,-0.0,35.38,6.38,-22.56,0.03,0.0,0.0,-3.26,-4.18,8.09,0.4,-0.25,-0.13,0.87,12
1517480,-3.27,-4.18,8.1,0.0,0.01,0.0,34.5,4.94,-24.12,0.02,0.0,0.01,-3.27,-4.18,8.09,0.4,-0.25,-0.13,0.87,12
1517520,-3.23,-4.18,8.1,-0.0,-0.01,0.0,34.12,5.44,-23.75,-0.01,0.0,0.01,-3.26,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517560,-3.27,-4.18,8.1,0.0,0.0,0.0,36.0,6.19,-24.31,0.02,-0.0,0.0,-3.26,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517600,-3.31,-4.18,8.06,0.0,0.0,-0.01,33.94,6.94,-23.88,-0.02,-0.0,0.0,-3.27,-4.18,8.09,0.4,-0.25,-0.13,0.87,12
1517640,-3.31,-4.18,8.06,-0.0,-0.01,-0.0,32.88,6.56,-24.38,-0.04,0.0,-0.03,-3.27,-4.18,8.09,0.4,-0.25,-0.13,0.87,12
1517681,-3.31,-4.18,8.1,0.0,0.01,0.0,35.69,5.5,-22.88,-0.04,0.0,-0.03,-3.27,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517720,-3.27,-4.18,8.06,0.0,0.01,0.0,34.25,6.31,-23.81,-0.04,-0.0,0.01,-3.28,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517760,-3.23,-4.18,8.1,0.0,0.0,0.01,35.31,6.69,-23.38,0.01,-0.0,-0.02,-3.28,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517800,-3.27,-4.18,8.1,0.0,0.03,0.02,34.69,5.75,-23.75,0.05,-0.0,0.01,-3.29,-4.17,8.09,0.4,-0.25,-0.13,0.87,12
1517841,-3.31,-4.18,8.1,-0.01,0.01,0.01,35.31,6.69,-23.38,0.02,-0.0,0.01,-3.3,-4.18,8.08,0.4,-0.25,-0.13,0.87,12
1517880,-3.27,-4.18,8.1,-0.01,0.0,-0.0,34.25,6.0,-23.44,-0.01,0.0,0.02,-3.3,-4.17,8.09,0.4,-0.26,-0.13,0.87,12
1517920,-3.27,-4.18,8.1,0.0,0.02,0.01,35.56,5.31,-23.56,0.02,-0.0,0.01,-3.3,-4.17,8.09,0.4,-0.26,-0.13,0.87,12
1517960,-3.35,-4.18,8.07,0.0,0.0,0.01,35.19,5.81,-23.31,0.02,-0.0,0.01,-3.3,-4.17,8.08,0.4,-0.26,-0.13,0.87,12
1518002,-3.31,-4.18,8.06,0.01,0.0,-0.0,34.5,6.94,-22.69,-0.04,-0.0,-0.02,-3.3,-4.17,8.09,0.4,-0.26,-0.13,0.87,12
1518041,-3.35,-4.21,8.06,-0.01,-0.0,-0.0,34.88,5.75,-22.25,-0.0,-0.0,-0.02,-3.3,-4.17,8.09,0.4,-0.26,-0.13,0.87,12
1518081,-3.35,-4.21,8.06,-0.0,-0.01,-0.01,33.88,5.69,-23.5,-0.04,-0.04,-0.02,-3.3,-4.18,8.09,0.4,-0.26,-0.13,0.87,12
1518121,-3.23,-4.21,8.09,0.0,-0.0,0.01,33.88,6.62,-23.88,-0.04,-0.04,-0.02,-3.3,-4.18,8.09,0.4,-0.26,-0.13,0.87,12
1518163,-3.35,-4.18,8.07,-0.0,-0.0,-0.01,34.69,5.19,-23.0,0.07,-0.04,0.01,-3.3,-4.19,8.09,0.4,-0.26,-0.13,0.87,12
1518201,-3.27,-4.14,8.07,-0.05,-0.01,-0.02,35.38,5.75,-22.19,-0.05,0.01,-0.02,-3.3,-4.2,8.08,0.4,-0.25,-0.13,0.87,12
1518241,-3.23,-4.21,8.07,-0.04,0.02,-0.02,34.69,6.69,-24.19,0.02,0.06,-0.02,-3.3,-4.22,8.06,0.4,-0.26,-0.13,0.87,12
1518281,-3.39,-4.25,8.06,-0.04,0.01,-0.02,33.88,5.69,-23.5,0.07,0.0,0.0,-3.3,-4.25,8.05,0.4,-0.26,-0.13,0.87,12
1518323,-3.27,-4.29,8.03,-0.07,0.03,-0.04,36.69,6.5,-23.19,-0.08,-0.0,0.02,-3.31,-4.27,8.03,0.4,-0.26,-0.14,0.87,12
