timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1458321,-0.16,-2.77,9.23,0.07,-0.06,-0.02,27.19,6.38,-23.69,-0.06,-0.0,-0.06,-0.1,-2.77,9.3,0.71,-0.11,-0.1,0.69,12
1458363,0.15,-2.81,9.47,-0.02,0.05,0.01,26.81,6.12,-25.88,-0.2,0.02,-0.11,-0.07,-2.75,9.3,0.71,-0.11,-0.1,0.69,12
1458400,-0.08,-2.73,9.24,0.02,0.02,0.01,25.94,6.06,-26.0,0.24,-0.06,0.17,-0.09,-2.75,9.3,0.71,-0.11,-0.1,0.69,12
1458441,-0.23,-2.73,9.23,0.04,-0.05,-0.03,27.94,6.5,-25.0,-0.14,0.02,-0.07,-0.09,-2.75,9.3,0.71,-0.11,-0.1,0.69,12
1458481,-0.12,-2.73,9.28,0.07,-0.09,-0.02,27.06,6.06,-24.44,-0.05,-0.0,-0.03,-0.07,-2.73,9.3,0.71,-0.1,-0.1,0.69,12
1458523,0.07,-2.73,9.36,0.01,0.03,0.01,27.19,6.5,-26.56,0.04,0.02,0.07,-0.12,-2.75,9.28,0.71,-0.1,-0.1,0.69,12
1458561,-0.16,-2.65,9.23,0.04,-0.06,-0.02,26.12,6.0,-24.88,0.18,0.01,0.06,-0.11,-2.74,9.29,0.71,-0.1,-0.1,0.69,12
1458601,-0.16,-2.69,9.24,0.05,-0.07,-0.02,23.94,5.62,-26.56,-0.09,0.03,-0.06,-0.07,-2.72,9.3,0.71,-0.1,-0.1,0.69,12
1458641,0.11,-2.69,9.47,0.01,0.02,0.01,26.38,5.44,-25.12,0.17,0.01,0.16,-0.06,-2.7,9.3,0.71,-0.1,-0.1,0.69,12
1458683,-0.16,-2.65,9.32,0.04,-0.04,-0.02,24.31,5.06,-26.88,0.05,0.04,-0.03,-0.06,-2.7,9.3,0.71,-0.1,-0.1,0.69,12
1458721,0.03,-2.65,9.32,0.02,-0.03,-0.01,22.06,5.19,-27.19,-0.12,0.03,0.0,-0.04,-2.68,9.31,0.71,-0.1,-0.1,0.69,12
1458761,0.11,-2.69,9.43,-0.01,0.08,0.02,23.25,4.44,-27.31,0.15,-0.01,0.11,-0.04,-2.68,9.32,0.71,-0.1,-0.1,0.69,12
1458801,-0.12,-2.62,9.32,0.01,-0.03,-0.0,23.69,5.25,-25.12,-0.07,0.06,-0.01,-0.05,-2.68,9.33,0.71,-0.1,-0.1,0.69,12
1458841,-0.12,-2.65,9.27,0.01,0.03,-0.0,23.81,5.06,-26.94,-0.08,0.02,-0.04,-0.04,-2.67,9.32,0.71,-0.1,-0.1,0.69,12
1458881,-0.12,-2.65,9.32,0.0,-0.04,0.0,22.12,5.5,-27.19,0.11,-0.03,-0.01,-0.04,-2.66,9.33,0.71,-0.1,-0.1,0.69,12
1458921,0.07,-2.65,9.39,0.01,0.01,0.01,24.0,5.31,-26.19,0.11,0.01,0.06,-0.04,-2.66,9.33,0.71,-0.1,-0.09,0.69,12
1458961,-0.12,-2.65,9.27,0.0,-0.02,-0.0,23.62,4.38,-25.12,-0.08,0.01,-0.05,-0.04,-2.66,9.33,0.71,-0.1,-0.1,0.69,12
1459001,-0.01,-2.65,9.32,0.0,0.01,-0.0,23.12,4.62,-25.94,0.03,0.0,-0.0,-0.04,-2.66,9.32,0.71,-0.1,-0.09,0.69,12
