timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1413251,1.84,-6.67,6.88,-0.0,0.02,-0.0,4.06,13.06,-21.81,0.21,-0.11,-0.02,1.59,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413288,1.65,-6.63,6.92,0.01,0.0,0.02,3.75,13.31,-21.19,0.07,0.01,-0.02,1.58,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413328,1.61,-6.63,7.03,-0.0,0.03,0.01,3.62,14.25,-22.31,0.04,0.01,0.09,1.57,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413370,1.49,-6.67,6.92,-0.0,-0.01,-0.0,4.56,14.12,-24.38,-0.08,-0.03,-0.02,1.57,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413407,1.57,-6.67,6.96,-0.0,0.0,0.0,3.5,13.31,-22.62,-0.01,-0.03,0.01,1.58,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413448,1.65,-6.63,6.95,0.0,0.01,0.01,2.88,14.12,-21.31,0.07,0.01,0.01,1.58,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1413488,1.57,-6.67,6.96,-0.0,0.0,0.01,2.69,13.88,-22.44,0.0,-0.02,0.01,1.57,-6.65,6.95,0.51,-0.13,-0.36,0.77,12
1413530,1.53,-6.67,6.92,-0.0,-0.01,0.0,3.88,13.38,-22.94,-0.05,-0.02,-0.02,1.58,-6.65,6.95,0.51,-0.13,-0.36,0.77,12
1413568,1.61,-6.63,6.95,-0.01,0.01,0.0,3.31,13.06,-23.38,0.04,0.03,0.01,1.57,-6.66,6.95,0.51,-0.13,-0.36,0.77,12
1413609,1.53,-6.67,6.92,-0.01,0.01,-0.01,2.88,14.12,-21.31,-0.09,-0.01,-0.02,1.62,-6.66,6.95,0.51,-0.13,-0.36,0.77,12
1413649,1.49,-6.67,6.92,-0.02,-0.03,-0.03,3.44,13.62,-23.0,-0.13,-0.0,-0.02,1.62,-6.66,6.94,0.51,-0.13,-0.36,0.77,12
1413691,1.53,-6.67,6.92,-0.02,-0.03,-0.02,4.5,13.69,-21.81,-0.1,-0.0,-0.01,1.63,-6.66,6.93,0.51,-0.13,-0.36,0.77,12
1413728,1.72,-6.67,6.93,0.0,0.03,0.01,4.38,13.69,-22.56,0.1,0.0,0.0,1.62,-6.67,6.92,0.51,-0.13,-0.36,0.77,12
1413769,1.61,-6.67,6.92,0.0,0.02,0.02,3.5,15.0,-20.88,0.0,-0.0,-0.01,1.61,-6.66,6.93,0.51,-0.13,-0.36,0.77,12
1413809,1.57,-6.63,6.93,-0.0,0.01,0.01,4.25,13.75,-23.31,-0.04,0.04,0.0,1.61,-6.67,6.92,0.51,-0.13,-0.36,0.77,12
1413851,1.61,-6.67,6.89,0.02,0.01,0.02,2.81,13.31,-23.81,0.01,-0.0,-0.05,1.6,-6.66,6.93,0.51,-0.13,-0.36,0.77,12
1413888,1.61,-6.71,6.92,0.01,0.03,0.02,4.0,12.56,-24.0,0.02,-0.05,-0.01,1.59,-6.66,6.93,0.51,-0.13,-0.36,0.77,12
1413928,1.46,-6.63,6.93,0.0,-0.02,-0.01,4.44,13.06,-21.75,-0.13,0.04,-0.02,1.59,-6.66,6.94,0.51,-0.13,-0.36,0.77,12
1413969,1.59,-6.61,6.97,0.03,-0.01,-0.03,3.56,13.31,-22.31,0.0,0.05,0.04,1.59,-6.66,6.93,0.51,-0.13,-0.36,0.77,12
1414011,1.55,-6.61,6.93,0.04,-0.03,-0.03,4.81,14.06,-22.88,-0.05,0.03,-0.02,1.6,-6.64,6.95,0.51,-0.13,-0.36,0.77,12
1414049,1.55,-6.69,6.89,0.0,-0.01,-0.01,3.75,12.56,-23.31,-0.05,-0.05,-0.05,1.6,-6.63,6.94,0.51,-0.13,-0.36,0.77,12
1414088,1.62,-6.61,7.0,0.04,0.01,-0.01,2.88,13.81,-21.31,0.02,0.02,0.06,1.6,-6.63,6.95,0.51,-0.13,-0.36,0.77,12
1414129,1.51,-6.65,6.93,-0.01,-0.03,-0.02,3.69,13.0,-21.19,-0.09,-0.03,-0.02,1.6,-6.62,6.95,0.51,-0.13,-0.36,0.77,12
1414169,1.59,-6.57,6.93,0.0,-0.0,-0.02,2.12,13.25,-22.44,-0.02,0.05,-0.02,1.6,-6.62,6.95,0.51,-0.13,-0.36,0.77,12
1414209,1.66,-6.61,6.89,0.03,0.0,-0.01,3.75,13.44,-23.69,0.05,0.01,-0.05,1.61,-6.62,6.95,0.51,-0.13,-0.36,0.77,12
1414250,1.59,-6.65,7.12,0.02,0.0,-0.03,2.69,12.69,-21.62,-0.02,-0.05,0.17,1.61,-6.6,6.95,0.51,-0.13,-0.36,0.77,12
1414290,1.59,-6.65,6.97,0.0,-0.02,-0.0,4.94,13.12,-21.38,-0.03,-0.05,0.02,1.62,-6.6,6.95,0.51,-0.12,-0.36,0.77,12
1414330,1.66,-6.53,6.93,0.0,-0.0,0.0,4.25,12.56,-22.5,0.05,0.08,-0.03,1.62,-6.61,6.96,0.51,-0.12,-0.36,0.77,12
1414370,1.62,-6.57,6.81,0.04,0.02,0.03,3.44,13.62,-23.0,0.01,0.02,-0.15,1.62,-6.59,6.96,0.51,-0.12,-0.36,0.77,12
1414410,1.55,-6.61,7.08,-0.01,-0.0,0.03,3.25,13.88,-21.62,-0.05,-0.02,0.11,1.6,-6.59,6.97,0.51,-0.13,-0.36,0.78,12
1414450,1.59,-6.53,6.86,0.03,-0.01,0.03,3.56,13.31,-22.31,-0.02,0.06,-0.12,1.6,-6.59,6.98,0.51,-0.13,-0.35,0.78,12
1414490,1.59,-6.57,6.89,0.04,-0.02,0.01,5.38,14.06,-22.44,-0.01,0.02,-0.09,1.59,-6.59,6.98,0.51,-0.13,-0.35,0.78,12
1414530,1.62,-6.61,7.16,-0.24,0.02,-0.0,3.19,13.56,-21.94,0.03,0.0,0.21,1.59,-6.61,6.95,0.51,-0.13,-0.36,0.78,12
1414573,2.16,-6.53,7.81,0.63,0.32,-0.56,2.56,13.25,-22.75,0.57,0.06,0.83,1.59,-6.59,6.98,0.51,-0.13,-0.35,0.77,12
1414610,1.86,-6.53,7.04,0.82,0.33,-0.61,3.88,12.19,-22.19,0.32,-0.15,-0.14,1.54,-6.38,7.18,0.52,-0.13,-0.34,0.77,12
1414650,2.08,-7.8,8.96,2.09,-0.36,-1.79,1.69,9.0,-24.81,0.24,-2.05,1.33,1.84,-5.75,7.63,0.55,-0.1,-0.31,0.77,12
1414689,1.43,-7.11,7.84,1.23,-0.25,-0.95,1.69,9.0,-24.81,-0.85,-1.95,-0.09,2.28,-5.16,7.94,0.57,-0.07,-0.3,0.76,12
1414733,3.77,-7.34,9.15,2.18,0.64,-0.27,-0.25,2.38,-23.62,1.43,-2.87,0.82,2.34,-4.47,8.34,0.58,-0.04,-0.26,0.77,12
1414770,3.27,-6.92,9.41,2.45,1.25,-0.6,0.69,-0.19,-23.81,1.18,-3.26,0.63,2.09,-3.66,8.79,0.6,-0.03,-0.22,0.77,12
1414810,1.39,-4.96,7.8,1.67,1.53,-0.15,6.31,-2.94,-22.94,-0.25,-2.07,-1.36,1.65,-2.89,9.17,0.61,-0.02,-0.17,0.78,12
1414849,0.59,-2.82,6.43,1.06,1.39,0.36,6.31,-2.94,-22.94,-0.48,-0.42,-2.97,1.07,-2.4,9.4,0.61,-0.03,-0.13,0.78,12
1414891,0.02,-2.55,6.77,0.3,1.41,0.38,10.38,-6.0,-19.69,-0.5,-0.36,-2.73,0.52,-2.2,9.51,0.61,-0.05,-0.1,0.79,12
1414930,0.09,-1.94,6.86,-0.14,1.98,-0.11,12.5,-5.75,-20.19,0.25,0.24,-2.66,-0.16,-2.18,9.52,0.61,-0.07,-0.08,0.79,12
1414970,-1.17,-1.29,6.16,-1.34,1.25,-0.08,15.12,-4.06,-21.75,-0.41,1.22,-3.23,-0.77,-2.51,9.4,0.61,-0.11,-0.07,0.78,12
1415014,-0.83,-4.31,10.38,-0.64,1.15,0.42,19.38,-2.88,-21.31,-0.08,-0.04,-0.82,-1.21,-2.97,9.2,0.61,-0.14,-0.08,0.78,12
1415052,-0.71,-1.78,9.23,-0.1,1.21,0.09,20.44,-2.44,-22.94,0.96,1.19,0.1,-1.67,-2.97,9.12,0.6,-0.16,-0.07,0.78,12
1415090,-1.52,-1.71,9.69,-0.31,0.6,-0.42,24.56,-1.0,-20.69,0.46,1.43,0.7,-1.98,-3.14,8.99,0.61,-0.18,-0.06,0.77,12
1415130,-1.59,-2.62,9.92,-0.12,0.48,-0.29,26.06,-1.69,-21.94,0.52,0.61,1.0,-2.12,-3.23,8.92,0.61,-0.19,-0.06,0.76,12
1415174,-1.86,-1.29,8.69,0.08,0.88,-0.25,27.5,-0.12,-22.56,0.18,0.16,0.5,-2.31,-3.21,8.88,0.62,-0.2,-0.05,0.76,12
1415212,-1.94,-1.17,9.57,-0.16,0.81,-0.47,28.88,-0.56,-21.69,0.64,2.12,0.8,-2.58,-3.3,8.77,0.62,-0.21,-0.04,0.75,12
1415250,-2.25,-1.09,9.8,-0.52,1.04,-0.53,31.88,3.62,-20.44,0.55,2.34,1.17,-2.8,-3.44,8.63,0.63,-0.23,-0.04,0.74,12
1415291,-3.36,-0.9,8.61,-1.46,1.2,-0.71,34.12,4.75,-21.25,-0.26,2.97,0.28,-3.09,-3.88,8.34,0.64,-0.26,-0.04,0.73,12
1415334,-5.08,-5.5,9.95,-0.07,0.03,0.39,35.0,5.38,-21.56,-2.96,0.38,0.89,-3.23,-4.16,8.15,0.63,-0.28,-0.05,0.72,12
1415374,-3.43,-3.58,8.8,0.9,-0.18,0.01,34.19,5.94,-21.69,-0.25,0.21,0.47,-3.18,-3.8,8.34,0.63,-0.26,-0.04,0.73,12
1415411,-4.05,-3.77,8.57,0.21,-0.36,-0.19,34.25,4.75,-20.5,-0.95,-0.12,0.15,-3.09,-3.66,8.42,0.64,-0.25,-0.04,0.73,12
1415451,-2.78,-3.74,8.23,0.4,-0.11,0.06,33.56,4.75,-21.69,0.19,-0.18,-0.29,-2.97,-3.55,8.52,0.64,-0.24,-0.04,0.73,12
1415495,-1.86,-2.89,8.54,0.69,-0.52,0.47,32.94,4.12,-22.12,0.78,0.02,0.27,-2.98,-3.38,8.58,0.64,-0.24,-0.03,0.73,12
1415534,-3.47,-3.35,8.96,0.23,0.14,0.25,32.0,4.06,-22.62,-0.48,-0.2,0.3,-2.98,-3.15,8.66,0.64,-0.23,-0.02,0.74,12
1415571,-2.63,-3.12,8.57,0.49,-0.25,-1.13,34.06,4.44,-21.25,0.18,-0.03,-0.18,-2.81,-3.09,8.75,0.65,-0.22,-0.02,0.73,12
