timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1431253,1.54,-6.91,6.71,-0.01,-0.06,-0.02,-5.94,8.0,-30.06,-0.02,-0.07,-0.01,1.56,-6.84,6.72,0.63,-0.2,-0.34,0.67,12
1431293,1.7,-6.91,6.71,-0.01,0.03,0.02,-4.56,9.31,-30.38,-0.11,-0.05,-0.05,1.58,-6.86,6.72,0.63,-0.2,-0.34,0.67,12
1431333,1.66,-6.83,6.74,0.0,-0.01,0.03,-4.56,8.69,-29.94,0.12,-0.05,-0.01,1.57,-6.86,6.72,0.63,-0.2,-0.34,0.67,12
1431374,1.7,-6.79,6.71,0.01,0.05,0.05,-5.56,8.69,-30.44,0.09,0.04,0.03,1.56,-6.87,6.71,0.63,-0.2,-0.34,0.67,12
1431414,1.66,-6.87,6.74,0.02,0.05,0.05,-2.44,8.0,-30.06,0.12,-0.0,0.02,1.54,-6.87,6.72,0.63,-0.2,-0.34,0.67,12
1431454,1.5,-6.95,6.71,-0.0,0.05,0.08,-2.75,8.25,-29.31,-0.07,-0.04,-0.06,1.53,-6.87,6.73,0.63,-0.2,-0.34,0.67,12
1431494,1.54,-6.83,6.74,0.02,0.08,0.05,-4.44,9.25,-29.62,0.0,-0.07,-0.02,1.5,-6.88,6.73,0.63,-0.2,-0.34,0.67,12
1431534,1.31,-6.83,6.74,0.0,0.02,0.01,-0.94,8.38,-29.44,0.07,0.04,0.01,1.47,-6.88,6.73,0.63,-0.2,-0.33,0.67,12
1431574,1.31,-6.87,6.74,0.0,-0.03,-0.02,-0.94,8.38,-29.44,-0.15,-0.0,0.01,1.46,-6.87,6.73,0.63,-0.2,-0.33,0.67,12
1431614,1.46,-6.79,6.78,0.02,-0.06,-0.03,-1.75,8.62,-29.25,-0.04,0.15,0.05,1.47,-6.87,6.73,0.63,-0.2,-0.34,0.67,12
1431655,1.58,-6.98,6.71,-0.01,0.02,0.01,-3.0,9.12,-29.0,-0.0,0.06,0.04,1.47,-6.85,6.74,0.63,-0.2,-0.34,0.67,12
1431695,1.58,-6.87,6.74,0.02,0.03,0.02,-4.44,8.69,-29.19,0.11,-0.13,-0.04,1.47,-6.85,6.74,0.63,-0.2,-0.34,0.67,12
1431735,1.43,-6.83,6.78,0.0,0.01,-0.01,-2.06,7.5,-29.94,-0.04,0.02,0.03,1.46,-6.85,6.75,0.63,-0.2,-0.33,0.67,12
1431775,1.31,-6.79,6.74,0.01,-0.04,-0.05,-2.19,9.19,-29.31,-0.08,0.01,0.03,1.47,-6.84,6.75,0.63,-0.2,-0.33,0.67,12
1431815,1.43,-6.87,6.74,-0.0,-0.08,-0.06,-2.94,7.38,-29.69,-0.17,0.05,-0.01,1.48,-6.84,6.75,0.63,-0.2,-0.34,0.67,12
1431855,1.54,-6.87,6.78,-0.03,-0.04,-0.04,-3.62,7.0,-28.62,-0.08,-0.03,-0.01,1.51,-6.84,6.75,0.63,-0.2,-0.34,0.67,12
1431895,1.54,-6.95,6.67,-0.04,0.0,0.01,-3.44,9.56,-29.5,0.02,-0.09,-0.07,1.52,-6.85,6.74,0.63,-0.2,-0.34,0.67,12
1431935,1.58,-6.83,6.74,-0.04,0.05,0.03,-2.44,9.38,-28.25,0.1,-0.09,-0.06,1.52,-6.86,6.73,0.63,-0.2,-0.34,0.67,12
1431975,1.54,-6.83,6.78,-0.04,0.03,0.04,-3.25,8.25,-30.12,0.08,0.05,0.02,1.5,-6.88,6.72,0.63,-0.2,-0.34,0.67,12
1432015,1.62,-6.83,6.74,-0.01,0.08,0.04,-1.12,9.75,-28.88,0.05,0.06,0.07,1.48,-6.89,6.71,0.63,-0.2,-0.34,0.67,12
1432055,1.43,-6.87,6.67,-0.02,0.01,0.02,-1.06,9.5,-28.44,-0.04,0.02,-0.05,1.47,-6.89,6.72,0.63,-0.2,-0.34,0.67,12
1432095,1.39,-6.91,6.74,-0.07,0.01,0.02,-2.62,8.19,-28.56,-0.15,-0.01,-0.0,1.46,-6.9,6.71,0.63,-0.21,-0.34,0.67,12
1432135,1.39,-6.87,6.74,-0.07,0.01,-0.02,-3.25,8.56,-30.19,-0.06,0.0,0.05,1.45,-6.91,6.7,0.63,-0.21,-0.34,0.67,12
1432175,1.31,-6.87,6.67,-0.07,-0.1,-0.07,-2.12,8.25,-28.19,-0.05,0.05,0.05,1.44,-6.92,6.69,0.63,-0.21,-0.34,0.67,12
1432215,1.35,-6.87,6.71,-0.08,-0.11,-0.09,0.06,8.44,-28.69,-0.13,0.07,0.05,1.48,-6.94,6.66,0.63,-0.21,-0.34,0.67,12
1432256,1.66,-7.02,6.59,-0.07,-0.07,-0.09,-2.19,9.06,-26.38,-0.01,0.04,0.07,1.52,-6.95,6.63,0.63,-0.2,-0.34,0.67,12
1432295,1.58,-6.95,6.63,-0.07,-0.07,-0.1,-2.81,9.56,-28.31,0.1,-0.07,-0.03,1.55,-6.95,6.62,0.63,-0.2,-0.35,0.67,12
1432335,1.58,-7.02,6.59,-0.1,-0.06,-0.06,-2.5,8.5,-27.81,-0.02,0.02,0.04,1.6,-6.96,6.59,0.63,-0.2,-0.35,0.66,12
1432375,1.85,-7.17,6.48,-0.18,0.07,0.03,-2.94,9.62,-29.06,0.22,-0.18,-0.09,1.62,-6.99,6.56,0.63,-0.2,-0.35,0.66,12
1432416,1.5,-7.21,6.52,-0.17,-0.03,0.15,-3.56,9.25,-27.31,0.18,-0.16,-0.16,1.62,-7.05,6.52,0.63,-0.21,-0.35,0.66,12
1432456,1.27,-7.45,6.63,-0.17,0.01,0.29,-2.94,9.5,-26.5,-0.1,-0.09,0.06,1.6,-7.12,6.45,0.62,-0.21,-0.35,0.66,12
1432496,1.43,-7.37,6.63,-0.01,0.02,0.15,-3.31,11.88,-27.75,-0.23,-0.26,0.22,1.51,-7.19,6.41,0.62,-0.21,-0.35,0.67,12
1432536,1.54,-7.17,6.55,-0.05,0.03,0.06,-0.19,10.31,-26.56,0.09,0.04,0.14,1.45,-7.21,6.41,0.62,-0.22,-0.35,0.67,12
1432578,1.35,-7.49,6.71,-0.06,-0.28,-0.02,-3.31,11.44,-24.5,-0.05,0.12,0.01,1.44,-7.23,6.39,0.62,-0.22,-0.36,0.67,12
1432616,1.7,-7.67,6.97,0.22,-0.14,-0.05,-1.0,11.88,-24.19,-0.16,-0.25,0.34,1.51,-7.23,6.37,0.62,-0.21,-0.36,0.67,12
1432656,1.58,-7.59,6.67,0.3,-0.19,-0.09,-0.5,10.75,-23.38,0.14,-0.5,0.55,1.55,-7.18,6.42,0.62,-0.21,-0.36,0.67,12
1432696,1.62,-7.41,6.63,0.24,-0.38,-0.21,0.31,10.19,-23.25,-0.02,-0.3,0.13,1.63,-7.1,6.5,0.62,-0.2,-0.36,0.67,12
1432738,1.31,-7.64,9.08,0.6,-0.54,-0.02,-0.81,8.94,-21.12,-0.47,-0.31,0.54,1.78,-7.02,6.55,0.62,-0.19,-0.36,0.67,12
1432776,1.77,-7.91,9.12,1.9,-0.01,0.39,1.0,8.12,-20.5,-0.6,-0.79,2.39,1.91,-6.85,6.7,0.62,-0.17,-0.34,0.69,12
1432816,1.12,-6.79,7.24,1.52,-0.05,0.62,0.75,4.56,-19.25,-0.06,-1.52,1.95,1.83,-6.38,7.17,0.62,-0.15,-0.32,0.7,12
1432856,0.39,-7.56,9.31,3.32,0.29,1.74,1.38,3.19,-19.44,-1.27,-1.63,1.71,1.66,-5.93,7.6,0.61,-0.13,-0.28,0.73,12
1432898,2.15,-4.46,5.68,3.5,1.24,1.8,4.25,1.06,-19.38,0.73,-2.35,0.29,1.19,-5.02,8.33,0.59,-0.11,-0.21,0.77,12
1432936,1.23,-3.54,6.52,2.62,0.71,1.4,10.81,-2.38,-15.06,1.69,-0.58,-3.32,0.46,-3.88,8.99,0.58,-0.09,-0.15,0.8,12
1432976,1.5,-3.04,7.66,2.67,1.1,1.13,11.12,-4.31,-16.44,1.21,-0.63,-2.85,0.02,-2.91,9.37,0.56,-0.08,-0.1,0.82,12
1433016,1.58,-1.09,6.82,1.79,1.56,0.39,14.38,-8.19,-15.44,2.09,0.83,-2.79,-0.51,-1.91,9.61,0.55,-0.08,-0.04,0.83,12
1433056,-0.49,-0.43,6.86,1.12,0.99,0.54,15.69,-9.88,-14.06,0.63,0.75,-2.8,-1.12,-1.19,9.66,0.55,-0.08,-0.0,0.83,12
1433096,0.01,-0.62,7.89,1.94,1.97,0.46,18.56,-12.25,-13.62,0.84,0.73,-2.53,-1.56,-0.67,9.66,0.54,-0.09,0.04,0.84,12
1433136,-1.1,0.33,7.32,0.78,2.39,0.35,19.69,-12.25,-12.38,2.3,-0.64,-1.63,-2.29,0.02,9.52,0.53,-0.11,0.09,0.83,12
1433176,-1.03,0.1,8.39,1.64,2.23,-0.11,21.31,-13.31,-12.44,2.11,-0.3,-0.86,-3.13,0.4,9.25,0.53,-0.14,0.13,0.83,12
1433216,-0.68,-0.09,8.51,0.72,3.25,-1.14,24.12,-14.62,-10.62,3.32,-1.0,-0.35,-4.0,0.91,8.86,0.54,-0.17,0.18,0.81,12
