timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1007298,-1.37,-1.07,9.62,0.0,0.0,-0.0,25.81,13.62,-13.75,0.02,-0.01,0.03,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007338,-1.4,-1.07,9.58,-0.0,0.0,0.0,26.06,14.0,-15.12,-0.02,-0.01,-0.01,-1.38,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007378,-1.4,-1.07,9.54,0.0,-0.0,0.0,25.75,14.81,-14.88,-0.01,-0.0,-0.05,-1.39,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007420,-1.37,-1.07,9.62,-0.0,0.0,0.0,24.69,13.56,-14.94,0.02,-0.0,0.03,-1.39,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007458,-1.37,-1.03,9.62,0.0,0.0,0.0,25.19,14.19,-15.25,0.02,0.03,0.03,-1.39,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007499,-1.4,-1.07,9.54,0.0,-0.01,-0.0,25.5,13.31,-15.19,-0.01,-0.0,-0.05,-1.39,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007539,-1.33,-1.03,9.62,-0.0,0.0,-0.0,26.25,15.12,-14.88,0.05,0.03,0.03,-1.38,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007579,-1.4,-1.07,9.58,0.0,0.01,-0.0,25.75,14.81,-14.88,-0.01,-0.0,-0.01,-1.39,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007619,-1.4,-1.07,9.58,0.0,-0.01,0.0,26.06,13.69,-14.81,-0.02,-0.01,-0.01,-1.38,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007660,-1.37,-1.03,9.62,0.0,0.01,-0.0,26.62,14.0,-14.0,0.02,0.03,0.03,-1.38,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1007699,-1.4,-1.07,9.58,0.0,-0.0,-0.01,27.0,14.06,-14.69,-0.01,-0.01,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007739,-1.4,-1.03,9.58,0.0,0.01,-0.0,25.12,13.31,-14.88,-0.01,0.02,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007779,-1.37,-1.03,9.58,0.0,0.01,0.0,26.12,14.25,-14.81,0.02,0.02,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007820,-1.4,-1.07,9.58,0.0,-0.01,0.0,25.31,14.44,-14.56,-0.01,-0.01,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007860,-1.4,-1.07,9.58,-0.0,0.01,0.0,26.56,14.0,-14.38,-0.01,-0.01,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007900,-1.4,-1.07,9.58,0.0,-0.01,-0.0,26.0,13.69,-15.12,-0.01,-0.01,-0.01,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007940,-1.4,-1.03,9.62,-0.0,0.0,0.0,25.25,14.19,-14.56,-0.01,0.02,0.03,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1007980,-1.4,-1.07,9.62,-0.01,-0.05,0.03,26.0,13.06,-14.75,-0.01,-0.01,0.03,-1.39,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008020,-1.52,-0.99,9.62,0.0,0.0,-0.0,26.81,12.56,-14.62,-0.12,0.06,0.03,-1.4,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008060,-1.33,-1.07,9.58,-0.01,-0.02,-0.0,24.94,14.12,-13.88,0.05,-0.01,-0.02,-1.38,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008100,-1.29,-1.03,9.62,0.02,0.03,-0.01,24.12,13.12,-12.44,0.11,0.02,0.03,-1.4,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008140,-1.44,-1.07,9.58,-0.02,0.02,-0.01,25.0,13.5,-13.06,-0.04,-0.02,-0.01,-1.4,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008180,-1.33,-1.03,9.62,-0.03,0.15,-0.03,24.19,13.69,-12.44,0.1,0.02,0.03,-1.43,-1.05,9.59,0.92,-0.02,0.09,-0.38,12
1008220,-1.56,-1.07,9.5,-0.02,0.04,-0.02,26.19,13.5,-11.5,-0.12,-0.0,-0.09,-1.44,-1.06,9.59,0.92,-0.02,0.09,-0.38,12
1008260,-1.29,-1.07,9.77,-0.03,0.38,-0.14,27.25,13.56,-9.88,0.23,0.02,0.2,-1.52,-1.09,9.57,0.92,-0.02,0.09,-0.38,12
1008300,-1.33,-1.14,9.66,-0.02,0.29,-0.16,31.25,15.25,-8.75,0.29,-0.04,0.09,-1.62,-1.1,9.56,0.92,-0.02,0.1,-0.38,12
1008340,-2.52,-2.98,14.44,1.42,1.69,0.4,34.88,16.19,-9.06,-0.45,-2.09,4.95,-2.06,-0.89,9.49,0.92,-0.0,0.12,-0.38,12
1008380,-2.21,-1.84,11.65,2.58,0.83,0.54,36.19,16.0,-8.88,0.35,-1.87,2.23,-2.55,0.03,9.42,0.92,0.05,0.12,-0.37,12
1008420,-1.94,0.27,7.81,2.24,1.37,0.82,38.44,13.0,-9.19,1.04,-0.63,-1.45,-2.98,0.91,9.27,0.92,0.1,0.13,-0.37,12
1008460,-3.05,0.58,8.77,1.93,1.07,0.73,40.5,10.25,-8.06,0.36,-1.2,-0.21,-3.41,1.77,8.98,0.91,0.15,0.13,-0.35,12
1008500,-3.55,2.57,6.51,0.97,0.66,0.73,42.62,7.44,-6.94,0.05,0.18,-2.26,-3.6,2.39,8.77,0.91,0.18,0.13,-0.34,12
1008541,-3.86,2.65,7.74,0.39,0.71,0.86,43.38,6.31,-6.75,-0.11,-0.07,-0.87,-3.75,2.72,8.61,0.91,0.2,0.14,-0.33,12
1008581,-4.2,2.61,8.43,0.35,0.31,0.95,44.25,4.38,-8.06,-0.38,-0.41,-0.05,-3.82,3.02,8.48,0.92,0.22,0.14,-0.31,12
1008621,-3.28,3.53,7.01,-1.15,0.46,0.43,43.38,2.19,-6.19,0.59,0.52,-1.44,-3.87,3.01,8.45,0.92,0.22,0.15,-0.29,12
1008661,-4.32,2.8,8.7,-2.4,0.2,0.26,44.62,3.69,-5.38,-0.39,0.38,0.08,-3.93,2.42,8.62,0.93,0.18,0.16,-0.28,12
1008701,-4.66,1.12,10.27,-1.49,0.15,0.68,46.25,5.88,-4.94,-0.68,-0.63,1.52,-3.98,1.75,8.74,0.94,0.15,0.18,-0.26,12
