timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1490464,0.95,-6.98,6.38,-0.3,0.23,0.21,9.56,18.94,-19.62,-0.02,0.09,-0.25,0.96,-7.07,6.62,0.39,-0.12,-0.38,0.83,12
1490504,0.75,-6.94,6.41,-0.36,0.22,0.18,9.56,18.94,-19.62,-0.08,0.23,-0.12,0.84,-7.16,6.54,0.39,-0.13,-0.38,0.83,12
1490546,1.02,-8.01,8.1,0.09,-0.01,-0.01,10.06,19.88,-19.94,-0.12,0.1,0.32,0.8,-7.19,6.52,0.39,-0.13,-0.38,0.83,12
1490584,0.79,-7.21,6.61,-0.02,0.11,-0.05,12.88,21.62,-20.38,-0.02,-0.01,0.1,0.8,-7.2,6.51,0.39,-0.13,-0.39,0.82,12
1490625,0.48,-6.9,5.99,0.02,-0.1,-0.03,11.5,19.69,-19.0,-0.33,0.3,-0.51,0.81,-7.2,6.5,0.39,-0.13,-0.39,0.82,12
1490666,0.95,-7.25,6.45,-0.01,0.05,-0.0,12.88,20.12,-19.25,0.14,-0.24,0.14,0.84,-7.2,6.5,0.39,-0.13,-0.39,0.82,12
1490707,0.83,-7.2,6.41,0.02,-0.02,0.02,11.12,20.81,-19.5,0.12,-0.05,-0.05,0.83,-7.2,6.5,0.39,-0.13,-0.39,0.82,12
1490746,0.83,-7.24,6.41,0.0,-0.01,0.05,12.69,18.62,-19.56,0.01,-0.05,-0.09,0.82,-7.2,6.5,0.39,-0.13,-0.39,0.82,12
1490786,0.75,-7.25,6.49,0.01,0.01,0.04,11.81,20.38,-20.5,-0.06,-0.05,-0.02,0.81,-7.2,6.51,0.39,-0.13,-0.39,0.83,12
1490826,0.71,-7.21,6.49,0.0,-0.0,0.02,11.81,20.38,-20.5,-0.08,-0.01,-0.02,0.8,-7.2,6.51,0.39,-0.13,-0.39,0.83,12
1490868,0.75,-7.25,6.49,0.0,0.0,0.01,11.69,19.12,-20.44,-0.07,0.06,-0.03,0.79,-7.19,6.52,0.39,-0.13,-0.39,0.83,12
1490906,0.75,-7.25,6.49,-0.0,0.02,0.02,10.81,19.38,-20.12,-0.03,-0.05,-0.03,0.78,-7.19,6.52,0.39,-0.13,-0.38,0.83,12
1490946,0.68,-7.13,6.61,-0.02,0.03,-0.03,12.38,19.44,-19.25,-0.09,0.07,0.1,0.77,-7.2,6.51,0.39,-0.13,-0.38,0.83,12
1490988,0.83,-7.24,6.45,-0.03,-0.05,-0.06,10.69,19.69,-21.31,-0.22,0.07,-0.01,0.78,-7.2,6.5,0.39,-0.13,-0.39,0.83,12
1491028,0.95,-7.21,6.53,-0.02,0.0,-0.03,11.44,19.69,-19.38,0.05,-0.02,-0.04,0.78,-7.23,6.49,0.39,-0.13,-0.39,0.82,12
1491067,0.79,-7.2,6.41,-0.02,0.0,-0.01,13.25,20.69,-20.0,-0.01,0.02,-0.07,0.8,-7.23,6.48,0.39,-0.13,-0.39,0.82,12
1491106,0.75,-7.21,6.38,0.01,-0.02,-0.01,12.0,19.69,-18.94,-0.05,0.02,-0.1,0.8,-7.23,6.48,0.39,-0.13,-0.39,0.82,12
1491146,0.95,-7.21,6.49,0.02,0.02,0.03,12.19,20.12,-20.75,0.14,0.02,0.01,0.8,-7.22,6.48,0.39,-0.13,-0.39,0.82,12
