timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1052275,-1.13,0.47,9.62,0.04,-0.03,-0.01,23.38,9.81,-17.19,0.04,0.12,0.04,-1.17,0.35,9.58,0.89,0.04,0.05,-0.45,12
1052316,-1.09,0.35,9.73,0.01,0.01,-0.01,20.44,8.75,-18.19,0.08,0.0,0.16,-1.17,0.35,9.58,0.89,0.04,0.05,-0.45,12
1052355,-1.17,0.5,9.5,0.01,-0.02,0.01,23.94,10.12,-16.69,-0.12,-0.12,-0.14,-1.16,0.36,9.57,0.89,0.04,0.05,-0.45,12
1052396,-1.09,0.47,9.58,-0.02,0.07,0.0,22.56,10.06,-17.25,0.06,0.16,0.01,-1.16,0.31,9.57,0.89,0.04,0.05,-0.45,12
1052435,-1.44,0.28,9.66,-0.05,-0.16,0.06,21.94,9.19,-17.69,-0.29,-0.04,0.09,-1.15,0.31,9.57,0.89,0.04,0.05,-0.45,12
1052476,-1.02,0.31,9.5,-0.04,-0.06,0.05,22.88,9.81,-17.56,0.11,0.01,-0.07,-1.12,0.3,9.57,0.89,0.04,0.05,-0.44,12
1052515,-1.13,0.28,9.5,-0.06,-0.01,0.06,22.44,9.44,-17.62,0.05,0.21,0.08,-1.11,0.29,9.58,0.89,0.04,0.05,-0.44,12
1052556,-1.21,0.24,9.58,-0.02,-0.06,0.05,21.62,10.25,-17.38,-0.12,-0.04,0.0,-1.09,0.27,9.58,0.89,0.04,0.05,-0.44,12
1052596,-0.94,0.43,9.66,-0.03,-0.02,0.04,22.31,8.94,-17.94,0.14,0.16,0.08,-1.08,0.27,9.58,0.9,0.04,0.05,-0.44,12
1052636,-1.09,0.31,9.54,-0.03,-0.01,0.03,23.25,9.25,-17.5,-0.02,0.05,-0.04,-1.08,0.26,9.58,0.9,0.04,0.05,-0.44,12
1052675,-1.02,0.39,9.66,-0.0,-0.04,0.02,23.62,10.69,-16.44,-0.11,-0.01,-0.04,-1.06,0.25,9.58,0.9,0.04,0.04,-0.44,12
1052716,-1.02,0.31,9.62,-0.02,0.0,0.01,21.38,9.12,-18.06,0.04,0.05,0.04,-1.05,0.26,9.58,0.9,0.04,0.04,-0.44,12
1052756,-1.13,0.24,9.54,-0.0,-0.02,0.01,21.62,10.88,-18.12,-0.02,-0.11,-0.04,-1.11,0.34,9.59,0.9,0.04,0.04,-0.44,12
1052796,-1.02,0.36,9.62,-0.01,-0.02,0.01,22.81,9.81,-17.94,0.08,0.02,0.04,-1.1,0.34,9.59,0.9,0.04,0.04,-0.44,12
1052836,-1.13,0.24,9.59,-0.01,0.0,0.01,23.19,10.0,-15.69,0.08,-0.01,0.07,-1.1,0.33,9.59,0.9,0.04,0.04,-0.44,12
1052876,-1.02,0.32,9.62,-0.01,-0.02,0.01,24.06,10.12,-15.94,0.07,-0.0,0.03,-1.09,0.32,9.59,0.9,0.04,0.04,-0.44,12
1052916,-1.02,0.36,9.66,-0.01,-0.02,0.01,20.75,8.81,-18.88,0.05,0.04,0.06,-1.07,0.31,9.6,0.9,0.04,0.04,-0.44,12
1052957,-1.06,0.24,9.59,-0.01,-0.03,0.02,22.44,10.06,-18.0,-0.0,-0.07,-0.02,-1.05,0.31,9.6,0.9,0.04,0.04,-0.44,12
1052997,-0.98,0.36,9.66,-0.0,-0.05,0.01,22.81,10.31,-16.12,-0.02,-0.02,-0.06,-1.04,0.3,9.61,0.9,0.04,0.04,-0.44,12
1053037,-1.02,0.2,9.66,-0.02,-0.02,0.01,23.81,9.56,-17.12,0.0,-0.09,0.04,-1.02,0.29,9.62,0.9,0.04,0.04,-0.44,12
1053077,-1.06,0.2,9.55,-0.01,-0.04,0.01,22.94,10.69,-17.62,-0.06,-0.09,-0.07,-1.0,0.29,9.62,0.9,0.04,0.04,-0.44,12
1053117,-0.9,0.39,9.62,-0.01,-0.04,0.02,22.56,8.0,-17.88,0.09,0.11,0.01,-0.99,0.28,9.62,0.9,0.04,0.04,-0.44,12
1053157,-1.63,0.93,12.65,-0.66,-0.94,0.67,20.81,11.31,-17.94,0.02,-0.02,-0.02,-0.77,0.11,9.64,0.9,0.03,0.04,-0.43,12
1053197,3.2,-2.41,17.36,-4.64,-1.76,-0.92,17.31,13.31,-16.25,3.32,-1.02,7.79,-0.12,-1.39,9.57,0.9,-0.04,0.03,-0.43,12
1053237,-0.87,-4.89,12.42,0.59,-0.57,0.2,14.81,14.38,-18.81,-0.91,-3.08,2.9,0.04,-1.81,9.52,0.89,-0.09,0.05,-0.44,12
1053277,-0.18,-1.48,8.32,1.49,-0.32,0.17,14.06,12.94,-19.56,-0.42,-0.17,-1.29,0.24,-1.31,9.61,0.9,-0.07,0.02,-0.43,12
1053317,-0.75,0.62,4.18,0.24,-0.22,0.1,12.81,12.19,-18.56,-0.36,1.68,-4.32,0.3,-1.1,9.65,0.9,-0.06,0.01,-0.43,12
1053357,0.13,-0.07,5.07,-0.8,-0.66,0.01,11.81,12.94,-17.62,-0.38,1.27,-4.54,0.51,-1.34,9.61,0.9,-0.07,0.01,-0.43,12
1053397,0.05,-1.95,7.86,-2.15,-0.26,-0.18,11.06,14.62,-17.81,-0.64,0.08,-1.62,0.7,-2.02,9.48,0.9,-0.1,0.01,-0.43,12
1053437,-0.18,-2.98,9.77,-1.26,0.51,0.37,13.19,15.62,-16.5,-0.71,-0.37,0.44,0.54,-2.61,9.34,0.89,-0.13,0.03,-0.43,12
