timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1404297,-5.93,-2.72,7.06,0.0,-0.04,-0.01,37.19,2.38,-14.19,-0.11,0.02,-0.05,-5.82,-2.74,7.11,0.47,-0.36,0.03,0.81,12
1404337,-5.81,-2.72,7.14,-0.01,-0.01,0.0,36.06,2.31,-15.5,0.01,0.02,0.03,-5.82,-2.74,7.11,0.47,-0.36,0.03,0.81,12
1404377,-5.7,-2.76,7.18,-0.01,0.05,0.02,36.12,2.0,-14.69,0.12,-0.02,0.08,-5.82,-2.74,7.1,0.47,-0.36,0.03,0.81,12
1404419,-5.96,-2.72,7.02,0.0,0.02,0.0,35.88,2.56,-14.0,0.02,-0.06,0.0,-5.84,-2.73,7.1,0.47,-0.36,0.03,0.81,12
1404458,-5.89,-2.72,7.07,-0.01,-0.03,-0.01,34.56,1.38,-15.94,-0.06,0.02,-0.04,-5.83,-2.74,7.1,0.47,-0.36,0.03,0.81,12
1404499,-5.73,-2.8,7.11,-0.0,0.01,0.01,35.06,1.38,-15.12,0.09,-0.05,0.0,-5.83,-2.74,7.1,0.47,-0.36,0.03,0.81,12
1404541,-5.93,-2.72,7.06,0.0,0.06,0.01,34.69,1.31,-15.19,0.06,-0.09,0.05,-5.84,-2.74,7.09,0.47,-0.36,0.03,0.81,12
1404581,-5.93,-2.68,7.07,-0.0,-0.03,-0.01,36.62,2.31,-15.0,-0.08,0.03,-0.02,-5.84,-2.75,7.09,0.47,-0.36,0.03,0.81,12
1404618,-5.81,-2.76,7.11,-0.01,-0.02,0.0,33.62,0.69,-15.69,0.02,-0.01,0.01,-5.84,-2.75,7.09,0.47,-0.36,0.03,0.81,12
1404659,-5.73,-2.8,7.14,-0.0,0.06,0.02,35.31,1.94,-14.81,0.11,-0.05,0.05,-5.84,-2.75,7.09,0.47,-0.36,0.03,0.81,12
1404701,-5.96,-2.68,7.03,-0.0,-0.01,-0.01,34.38,2.75,-15.31,-0.04,0.03,-0.02,-5.85,-2.75,7.08,0.47,-0.36,0.03,0.81,12
1404741,-5.81,-2.76,7.11,-0.01,-0.03,-0.0,34.69,1.31,-15.19,-0.12,0.07,-0.06,-5.84,-2.75,7.09,0.47,-0.36,0.03,0.81,12
1404778,-5.73,-2.8,7.14,-0.01,0.06,0.02,36.12,2.62,-15.5,0.12,-0.05,0.06,-5.85,-2.75,7.08,0.47,-0.36,0.03,0.81,12
1404819,-5.93,-2.76,7.03,0.0,0.01,0.0,36.06,1.69,-15.06,-0.06,-0.01,-0.05,-5.87,-2.75,7.07,0.47,-0.36,0.03,0.81,12
1404859,-5.96,-2.76,6.98,0.0,-0.03,-0.01,34.88,2.5,-14.88,-0.11,-0.01,-0.08,-5.86,-2.75,7.07,0.47,-0.36,0.03,0.81,12
1404901,-5.77,-2.76,7.1,0.0,-0.0,-0.0,35.56,2.0,-15.5,-0.03,0.04,-0.05,-5.86,-2.76,7.07,0.47,-0.36,0.03,0.81,12
1404938,-5.85,-2.72,7.07,0.0,0.01,0.0,35.31,1.38,-14.44,0.01,0.03,0.0,-5.86,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1404979,-5.93,-2.72,7.03,0.0,-0.02,-0.02,36.06,1.44,-15.06,-0.06,0.03,-0.04,-5.87,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1405019,-5.89,-2.72,7.07,-0.0,-0.03,-0.01,36.06,1.12,-14.69,-0.03,0.03,0.0,-5.86,-2.75,7.06,0.47,-0.36,0.03,0.81,12
1405061,-5.77,-2.8,7.11,-0.01,0.01,0.01,35.94,2.31,-16.19,0.04,0.02,0.03,-5.85,-2.74,7.07,0.47,-0.36,0.03,0.81,12
1405099,-5.81,-2.76,7.11,0.0,0.06,0.02,35.56,2.31,-15.88,0.05,-0.02,0.04,-5.87,-2.74,7.06,0.47,-0.36,0.03,0.81,12
1405139,-5.96,-2.68,7.03,-0.01,-0.03,-0.0,35.69,2.25,-15.12,-0.09,0.06,-0.04,-5.88,-2.74,7.06,0.47,-0.36,0.03,0.8,12
1405179,-5.89,-2.72,7.02,-0.01,-0.03,-0.01,35.69,2.25,-15.12,-0.03,0.02,-0.05,-5.86,-2.74,7.07,0.47,-0.36,0.03,0.81,12
1405221,-5.81,-2.83,7.11,-0.0,0.05,0.02,36.25,1.69,-13.94,0.09,-0.05,0.04,-5.87,-2.74,7.06,0.47,-0.36,0.03,0.81,12
1405259,-5.96,-2.76,6.98,0.01,0.04,0.01,36.12,2.31,-15.06,-0.09,-0.01,-0.07,-5.88,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405299,-6.0,-2.72,6.98,0.0,-0.06,-0.03,35.44,2.19,-14.06,-0.13,0.03,-0.07,-5.88,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405339,-5.85,-2.8,7.06,0.0,-0.02,-0.01,35.44,2.19,-14.06,0.02,-0.04,0.0,-5.87,-2.76,7.06,0.47,-0.36,0.03,0.81,12
1405381,-5.73,-2.8,7.11,0.0,0.04,0.02,35.38,2.19,-14.5,0.09,-0.04,0.08,-5.87,-2.76,7.06,0.47,-0.36,0.03,0.8,12
1405420,-5.93,-2.68,7.02,0.01,0.04,0.01,35.81,1.19,-16.12,-0.05,0.07,-0.02,-5.88,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405459,-6.0,-2.64,7.06,-0.01,-0.05,-0.02,35.56,2.31,-15.88,-0.14,0.12,0.01,-5.87,-2.76,7.05,0.47,-0.36,0.03,0.8,12
1405500,-5.85,-2.72,7.18,-0.01,0.02,0.02,36.12,2.0,-14.69,0.02,0.03,0.12,-5.88,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1405541,-5.89,-2.8,6.95,0.0,0.03,0.01,36.06,1.44,-14.69,0.07,-0.09,0.04,-5.88,-2.74,7.06,0.47,-0.36,0.03,0.8,12
1405581,-5.93,-2.68,6.98,-0.0,-0.03,-0.02,34.88,1.56,-14.44,-0.04,0.06,-0.07,-5.88,-2.74,7.06,0.47,-0.36,0.03,0.8,12
1405620,-5.85,-2.76,7.14,-0.01,-0.0,0.01,32.88,0.88,-14.62,0.02,-0.01,0.08,-5.88,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1405660,-5.77,-2.8,7.02,0.0,0.04,0.0,34.25,1.0,-14.88,0.12,-0.05,-0.03,-5.89,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405702,-5.93,-2.76,7.03,0.0,-0.02,-0.01,35.12,0.75,-15.12,-0.01,-0.05,-0.03,-5.88,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405742,-5.89,-2.72,7.11,0.01,-0.02,-0.01,34.62,1.38,-15.62,-0.02,0.04,0.05,-5.87,-2.76,7.05,0.47,-0.36,0.03,0.8,12
1405780,-5.81,-2.76,7.07,0.0,-0.01,0.0,35.69,1.62,-14.31,0.05,0.0,0.0,-5.86,-2.76,7.06,0.47,-0.36,0.03,0.8,12
1405820,-5.77,-2.8,7.07,0.01,0.03,0.0,34.94,1.88,-14.12,0.09,-0.04,0.0,-5.87,-2.76,7.06,0.47,-0.36,0.03,0.8,12
1405862,-5.93,-2.72,7.06,0.0,-0.02,-0.01,36.19,1.44,-13.94,-0.06,-0.01,0.05,-5.87,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1405902,-5.81,-2.76,7.02,0.0,-0.03,-0.0,35.19,0.44,-14.0,0.05,0.0,-0.04,-5.86,-2.76,7.06,0.47,-0.36,0.03,0.8,12
1405940,-5.73,-2.83,7.1,0.0,0.04,0.02,35.25,2.25,-14.81,0.12,-0.08,0.04,-5.86,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1405980,-5.89,-2.76,7.07,0.0,0.03,0.02,35.94,1.12,-15.38,-0.01,-0.01,0.01,-5.88,-2.75,7.05,0.47,-0.36,0.03,0.8,12
1406022,-5.89,-2.72,7.07,-0.01,-0.05,-0.02,36.12,0.81,-13.88,-0.1,0.11,-0.04,-5.87,-2.75,7.06,0.47,-0.36,0.03,0.8,12
1406062,-5.77,-2.83,7.1,-0.01,0.0,0.01,34.31,1.56,-14.94,0.09,-0.08,0.04,-5.86,-2.75,7.06,0.47,-0.36,0.03,0.81,12
1406100,-5.77,-2.83,7.1,0.0,0.06,0.02,35.75,1.38,-14.0,0.1,-0.07,0.05,-5.88,-2.76,7.05,0.47,-0.36,0.03,0.8,12
1406140,-5.96,-2.72,7.07,0.0,-0.02,-0.01,35.69,0.75,-13.94,-0.09,0.04,0.01,-5.88,-2.76,7.05,0.47,-0.36,0.03,0.8,12
1406182,-5.81,-2.83,7.02,0.01,-0.07,-0.03,35.12,3.06,-13.81,-0.23,0.01,-0.12,-5.85,-2.77,7.07,0.47,-0.36,0.03,0.8,12
1406222,-5.7,-2.8,7.14,0.01,0.04,0.0,35.75,2.25,-14.75,0.16,-0.03,0.07,-5.86,-2.77,7.07,0.47,-0.36,0.03,0.8,12
1406260,-5.89,-2.68,7.06,0.0,0.02,0.01,34.94,2.5,-14.56,-0.02,0.09,0.0,-5.87,-2.77,7.06,0.47,-0.36,0.03,0.8,12
1406300,-5.96,-2.72,7.02,0.0,-0.03,-0.01,35.75,0.75,-13.62,-0.11,0.05,-0.04,-5.86,-2.77,7.06,0.47,-0.36,0.03,0.8,12
1406342,-5.77,-2.8,7.11,-0.01,-0.01,0.0,35.5,0.5,-14.69,0.04,0.05,0.0,-5.85,-2.77,7.06,0.47,-0.36,0.03,0.8,12
